"remoteudpport","minroundtrip","successrttcount","remoteip","answerreceived","averagertt","maxroundtrip"
"3478","21","5","13.107.8.2","True","23","32"
"3478","21","5","13.107.8.2","True","23","30"
"3478","20","5","13.107.8.2","True","26","37"
"3478","20","5","13.107.8.2","True","25","36"
"3478","20","5","13.107.8.2","True","31","54"
"3478","19","5","13.107.8.2","True","25","36"
"3478","20","5","13.107.8.2","True","23","28"
"3478","20","5","13.107.8.2","True","21","23"
"3478","20","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","21","24"
"3478","20","5","13.107.8.2","True","21","22"
"3478","20","5","13.107.8.2","True","24","29"
"3478","20","5","13.107.8.2","True","22","25"
